loan_id,application_id,client_id,application_date,disbursement_date,target_default_90dpd_12m,target_ever30_6m,max_observed_mob,max_dpd_12m,first_90dpd_mob,age_at_application,client_tenure_days,gender,marital_status,education_level,region_code,city_type,residence_type,dependents_count,citizenship_flag,segment,is_existing_customer,phone_normalized_flag,email_valid_flag,contact_employer_industry,product_type,channel,branch_code,digital_channel,requested_amount,requested_term_months,purpose_code,promo_flag,refinance_flag,repeat_application_flag,application_region,device_type,utm_source,campaign_id,bureau_score,active_loans_count,closed_loans_count,delinquency_30_12m,delinquency_60_12m,delinquency_90_24m,max_dpd_24m,inquiries_30d,inquiries_90d,outstanding_debt,total_limit,utilization_rate,oldest_trade_months,bureau_file_thin_flag,external_collections_flag,employment_type,income_employer_industry,job_tenure_months,total_work_experience_months,declared_income,verified_income,other_income,income_stability_score,salary_project_flag,pension_contrib_months_12m,debt_to_income_est,expense_to_income_est,device_risk_score,doc_mismatch_flag,synthetic_identity_flag,fraud_suspect_flag,verification_status,aml_pep_flag,blacklist_hit_flag,principal_amount,term_months,interest_rate,monthly_payment_amount,origination_fee,insurance_fee,base_rate,inflation_index,unemployment_proxy,fx_stress_index,consumer_confidence_proxy,stress_regime_flag,engine_scorecard_score,engine_pd_estimate,engine_risk_grade,engine_policy_version,engine_offered_amount,engine_offered_term_months,engine_offered_rate,engine_rule_hits_count,income_verification_gap,income_verification_ratio,requested_amount_to_income,principal_amount_to_income,bureau_debt_to_income,calculated_bureau_utilization,ead_proxy_12m,collections_actions_count,total_recovered_amount,ever_contact_success_flag,lgd_proxy
3662,40034,3352,2022-01-01,2022-01-05,0,0,13,0,,54,-326,male,married,bachelor,almaty,rural,owned,0,1,self_employed,0,1,1,it_services,installment_loan,partner_pos,BR_056,,232041.63,9,medical,0,0,0,almaty,android,,,725.0,2,3,0,0,0,3,0,1.0,235224.45,422300.93,0.2559,22.0,0,0,self_employed,healthcare,28,70,370094.89,332428.03,0.0,56,1,12.0,0.1169,0.2026,30.59,0,0,0,passed,0,0,236680.62,6,0.2103,41901.36,4533.31,4289.55,14.25,100.5,4.73,41.61,103.76,0,814,0.012,A,policy_v1_growth,243643.71,6,0.2103,0,37666.86,0.8982237771507734,0.6980206512669825,0.7119755214384298,0.7075951146478232,0.5570067060946325,193970.96,0,0.0,0,1.0
4486,46532,4102,2022-01-01,2022-01-04,0,0,19,0,,44,-124,male,single,vocational,almaty,urban,rented,0,1,risky_repeat,0,1,1,oil_and_gas,cash_loan,mobile_app,,android_app,731560.19,12,electronics,0,0,0,almaty,android,crm_push,CMP_04114,550.0,2,4,0,1,0,63,2,3.0,287082.1,358821.78,0.6511,37.0,0,0,self_employed,hospitality,39,59,200096.87,196508.75,0.0,31,1,0.0,0.3914,0.3399,50.49,0,0,0,passed,0,0,591070.55,12,0.2768,56949.35,11776.53,0.0,14.25,100.5,4.73,41.61,103.76,0,687,0.03528,B,policy_v1_growth,601279.18,12,0.2768,0,3588.12,0.9820680853228738,3.722786847913897,3.007858683137519,1.4609125547844561,0.8000687695156075,549295.48,0,0.0,0,1.0
50729,135258,45779,2022-01-01,2022-01-01,0,0,11,0,,49,-390,female,married,bachelor,almaty,urban,other,2,1,near_prime,0,0,0,hospitality,cash_loan,mobile_app,,android_app,824065.51,24,working_capital,0,1,0,almaty,tablet,direct,,653.0,0,6,2,0,0,52,0,0.0,228429.0,1079692.15,0.2116,57.0,0,0,formal_salaried,healthcare,43,62,220667.26,181341.87,0.0,76,1,12.0,0.2593,0.4558,39.18,0,0,0,passed,0,0,861279.7,24,0.3089,48552.03,34007.97,0.0,14.25,100.5,4.73,41.61,103.76,0,782,0.01521,A,policy_v1_growth,865268.79,24,0.3089,1,39325.39,0.8217887420181861,4.544264984142934,4.749480635663457,1.2596594487527895,0.21156864019063212,835058.2,0,0.0,0,1.0
51060,100521,46055,2022-01-01,2022-01-07,0,0,11,22,,26,-781,female,single,master,aktobe,urban,rented,0,1,thin_file,0,1,1,it_services,installment_loan,partner_pos,BR_016,,282867.71,12,working_capital,0,0,0,aktobe,android,,,570.0,0,3,2,0,0,49,2,2.0,31164.93,59736.63,0.5217,39.0,1,0,self_employed,healthcare,12,33,116733.75,98704.79,3668.67,57,1,9.0,0.2508,0.3901,50.82,1,0,0,passed,0,0,285442.65,12,0.1792,26158.51,5913.49,34.95,14.25,100.5,4.73,41.61,103.76,0,739,0.02198,B,policy_v1_growth,297011.1,12,0.1792,2,18028.96,0.8455548630965766,2.8657951655639002,2.8918824506895766,0.31573878025575053,0.5217055264081687,264146.18,1,0.0,0,1.0
61294,121900,55577,2022-01-01,2022-01-03,0,0,19,0,,37,-837,female,married,secondary,astana,metro,dormitory,0,1,salaried,0,1,1,construction,installment_loan,mobile_app,,android_app,331615.24,12,electronics,0,0,0,astana,desktop,social,,712.0,1,2,0,0,1,169,0,1.0,565055.03,909656.61,0.6295,30.0,0,0,contractor,logistics,28,35,110185.66,85694.9,18583.47,44,1,9.0,0.6095,0.4363,29.43,0,0,0,not_required,0,0,330594.82,12,0.1929,30512.26,3088.34,0.0,14.25,100.5,4.73,41.61,103.76,0,707,0.03848,B,policy_v1_growth,346828.48,12,0.1929,1,24490.76,0.7777318754545737,3.8697196682649726,3.857812075164333,6.593799981095724,0.6211739944373075,302191.6,0,0.0,0,1.0
88097,127924,80051,2022-01-01,2022-01-07,0,0,17,0,,41,-476,female,married,vocational,almaty,rural,owned,4,1,salaried,0,1,0,it_services,installment_loan,web,,web_portal,156986.06,18,consumer_purchase,1,0,0,almaty,tablet,direct,CMP_68532,701.0,2,5,0,1,0,76,1,2.0,604283.85,1426772.6,0.3774,119.0,0,0,micro_business_owner,logistics,33,46,257355.53,216978.9,0.0,57,1,11.0,0.1949,0.4976,34.97,0,0,0,passed,0,0,164619.73,18,0.1759,10471.54,3218.02,0.0,14.25,100.5,4.73,41.61,103.76,0,738,0.01769,B,policy_v1_growth,164835.36,18,0.1759,0,40376.63,0.8431095302284742,0.7235084148735199,0.7586900385244832,2.7849890012346825,0.4235319980212684,157161.43,0,0.0,0,1.0
2252,112126,2068,2022-01-01,2022-01-02,0,0,11,16,,31,38,female,widowed,vocational,astana,urban,owned,0,1,new_to_credit,0,1,1,it_services,installment_loan,mobile_app,,android_app,352777.98,24,other,0,0,0,astana,android,,CMP_52704,639.0,1,1,3,1,0,86,1,2.0,77826.72,174487.36,0.3232,12.0,1,0,contractor,public_sector,39,102,207467.36,161271.6,0.0,49,1,8.0,0.118,0.1603,38.37,0,0,0,not_required,0,0,362599.24,24,0.1805,18111.2,6500.57,8948.3,14.25,100.5,4.73,41.61,103.76,0,749,0.01856,A,policy_v1_growth,370416.88,24,0.1805,2,46195.76,0.7773348058219857,2.1874773983764033,2.2483762795185265,0.482581682081656,0.44603070388594335,348549.75,2,7983.08,1,0.9770962968701025
15130,147454,13822,2022-01-01,2022-01-02,0,0,12,0,,31,-632,male,single,bachelor,astana,rural,family_owned,0,1,good_repeat,1,1,1,agriculture,credit_line,web,,web_portal,376110.65,18,consumer_purchase,1,0,0,astana,ios,seo,,777.0,2,5,0,0,0,9,0,0.0,260262.26,790430.15,0.2882,34.0,0,0,formal_salaried,healthcare,44,94,98131.59,82022.97,19523.14,64,1,11.0,0.3772,0.3438,27.27,0,0,0,not_required,0,0,389634.5,15,0.3091,31645.21,11413.49,0.0,14.25,100.5,4.73,41.61,103.76,0,861,0.012,A,policy_v1_growth,394916.18,15,0.3091,0,16108.62,0.8358467441524182,4.585430764089621,4.750309577914577,3.1730411615185354,0.32926661514619604,363072.37,0,0.0,0,1.0
18782,104353,17055,2022-01-01,2022-01-05,0,0,19,8,,41,-848,male,single,bachelor,zhambyl,urban,rented,0,1,new_to_credit,0,1,1,construction,credit_line,mobile_app,,ios_app,321546.02,18,medical,0,0,0,zhambyl,android,cpa_network,,600.0,1,0,1,1,0,85,1,2.0,27853.51,121053.91,0.1735,4.0,1,0,formal_salaried,finance,11,51,280144.97,275909.06,0.0,59,1,10.0,0.0704,0.3207,32.58,0,0,0,manual_review,0,0,337343.87,12,0.28,32555.7,12041.84,0.0,14.25,100.5,4.73,41.61,103.76,0,745,0.01544,A,policy_v1_growth,337623.32,12,0.28,2,4235.91,0.9848795785981808,1.1654058043617705,1.2226632572341045,0.10095177737186303,0.2300917830741692,312919.57,1,34171.3,0,0.8907984566129884
19086,67950,17334,2022-01-01,2022-01-06,0,0,11,0,,36,-97,male,married,bachelor,turkistan,urban,rented,2,1,thin_file,0,1,1,public_sector,credit_line,partner_pos,BR_002,,434064.24,12,education,0,0,0,turkistan,desktop,,,582.0,0,0,0,0,0,6,2,4.0,98320.09,168342.0,0.584,0.0,1,0,micro_business_owner,manufacturing,25,63,164853.98,126802.04,30542.9,49,1,9.0,0.2869,0.3942,69.17,0,0,0,passed,0,0,442381.88,12,0.3217,43600.11,10309.04,0.0,14.25,100.5,4.73,41.61,103.76,0,707,0.02621,B,policy_v1_growth,447308.51,12,0.3217,2,38051.94,0.7691779112642594,3.423164485366324,3.4887599600132617,0.7753825569367812,0.5840496726901189,412639.41,0,0.0,0,1.0
25451,36401,23143,2022-01-01,2022-01-03,0,0,17,0,,34,-365,male,married,master,almaty,urban,owned,1,0,risky_repeat,1,1,1,telecom,credit_line,partner_pos,BR_041,,724222.46,24,electronics,0,0,0,almaty,android,,,614.0,1,4,2,2,0,87,0,2.0,482188.8,796198.93,0.5292,60.0,0,0,formal_salaried,healthcare,29,96,349086.41,198605.0,0.0,63,1,9.0,0.2868,0.3429,32.56,0,0,0,not_required,0,0,651277.48,18,0.3307,46381.43,20559.47,0.0,14.25,100.5,4.73,41.61,103.76,0,657,0.0474,C,policy_v1_growth,659344.93,18,0.3307,1,150481.41,0.5689279052713625,3.646546965081443,3.279260240175222,2.4278784522041237,0.6056134740095669,624284.69,0,0.0,0,1.0
34862,75809,31667,2022-01-01,2022-01-04,0,0,18,0,,31,-658,female,single,master,east_kz,urban,owned,0,1,thin_file,0,1,1,healthcare,cash_loan,branch,BR_017,,823251.35,30,home_repair,0,0,0,east_kz,,,,610.0,0,0,0,0,0,14,1,2.0,24509.69,53692.58,0.4565,0.0,1,0,formal_salaried,manufacturing,29,71,196038.57,201908.85,0.0,75,1,12.0,0.1427,0.2908,68.83,0,0,0,passed,0,0,862053.5,30,0.255,39155.33,20063.3,18398.41,14.25,100.5,4.73,41.61,103.76,0,737,0.01677,B,policy_v1_growth,864413.92,30,0.255,1,-5870.28,1.0299445155103917,4.077341582600267,4.269518151383656,0.12138987468850425,0.45648188259904815,836284.21,0,0.0,0,1.0
47647,117099,43033,2022-01-01,2022-01-05,0,0,12,23,,36,-653,female,married,master,astana,urban,family_owned,4,1,near_prime,0,1,1,it_services,cash_loan,mobile_app,,android_app,618099.06,24,working_capital,0,0,0,astana,desktop,social,,660.0,2,2,0,0,0,9,1,1.0,132002.48,634353.51,0.1224,33.0,0,0,contractor,finance,35,56,132630.32,96757.84,0.0,45,1,9.0,0.342,0.4753,42.25,0,0,0,not_required,0,0,645070.1,24,0.2946,35888.63,8715.35,0.0,14.25,100.5,4.73,41.61,103.76,0,808,0.012,A,policy_v1_growth,649004.01,24,0.2946,0,35872.48,0.7295303215735286,6.38810312425329,6.6668509755901955,1.3642561677689373,0.20808977631415643,625403.37,1,0.0,0,1.0
3452,124111,3144,2022-01-01,2022-01-05,0,0,19,0,,52,174,male,single,bachelor,atyrau,urban,rented,0,1,new_to_credit,0,1,1,public_sector,cash_loan,web,,web_portal,182681.8,24,electronics,0,0,0,atyrau,,social,,568.0,0,1,0,0,0,13,3,3.0,25253.82,39720.77,0.6358,0.0,1,0,pensioner,,37,80,67767.14,66863.29,0.0,68,1,10.0,0.1348,0.2351,37.63,1,0,0,not_required,0,0,183418.5,21,0.2887,11228.06,5088.26,0.0,14.25,100.5,4.73,41.61,103.76,0,754,0.01432,A,policy_v1_growth,191815.89,21,0.2887,1,903.85,0.9866624148517998,2.732168877720495,2.7431868817702507,0.37769335011782995,0.6357837473946251,175422.38,0,0.0,0,1.0
2082,35551,1909,2022-01-01,2022-01-02,0,0,11,0,,32,209,male,single,bachelor,aktobe,semi_urban,family_owned,0,1,salaried,0,1,1,public_sector,credit_line,mobile_app,,android_app,740279.63,12,working_capital,0,0,0,aktobe,ios,direct,CMP_83973,706.0,1,5,0,0,0,0,2,3.0,202105.69,499343.97,0.3392,37.0,0,0,formal_salaried,logistics,9,89,313159.4,284367.36,0.0,72,1,11.0,0.2564,0.3463,56.92,1,0,0,passed,0,0,758388.41,12,0.3024,74022.67,30012.55,15791.61,14.25,100.5,4.73,41.61,103.76,0,756,0.01625,A,policy_v1_growth,777293.61,12,0.3024,0,28792.04,0.9080594738653861,2.603251055254724,2.666931992476211,0.7107204216405146,0.404742426347914,704393.45,0,0.0,0,1.0
3651,81771,3341,2022-01-01,2022-01-03,0,0,11,0,,46,-95,female,divorced,master,almaty,urban,dormitory,0,1,new_to_credit,0,0,1,it_services,installment_loan,partner_pos,BR_034,,157780.61,12,working_capital,0,0,0,almaty,android,,,567.0,0,1,1,0,1,224,1,1.0,1937.16,63759.95,0.0304,2.0,1,0,formal_salaried,it_services,32,51,98093.75,67770.71,18708.18,76,1,12.0,0.1678,0.3424,21.91,0,0,0,passed,0,0,162007.32,12,0.2009,15014.45,3149.78,0.0,14.25,100.5,4.73,41.61,103.76,0,754,0.01611,A,policy_v1_growth,165669.64,12,0.2009,2,30323.04,0.6908769417011787,2.3281534161291804,2.3905212148434036,0.028584029885477074,0.03038208154178289,149584.49,0,0.0,0,1.0
14520,40124,13251,2022-01-01,2022-01-03,0,0,25,0,,37,-45,male,married,bachelor,astana,urban,family_owned,1,1,self_employed,0,1,1,construction,cash_loan,mobile_app,,android_app,282515.08,18,debt_consolidation,0,0,0,astana,ios,direct,,578.0,2,0,0,0,0,4,0,3.0,241546.75,500672.88,0.3001,16.0,0,0,pensioner,,61,75,55739.81,55048.8,11154.23,90,1,12.0,0.4716,0.364,38.66,0,0,0,passed,0,0,296102.89,18,0.2951,20556.95,10927.71,1210.4,14.25,100.5,4.73,41.61,103.76,0,781,0.01697,A,policy_v1_growth,296640.83,18,0.2951,0,691.01,0.987602935855002,5.132084259784047,5.3789163433172025,4.387865857203064,0.4824442458317295,279797.32,1,16045.17,0,0.9426543113422244
43787,23816,39584,2022-01-01,2022-01-02,0,0,14,0,,47,-5,female,married,bachelor,west_kz,urban,owned,1,1,near_prime,0,1,1,logistics,cash_loan,branch,BR_003,,239409.78,18,home_repair,0,1,0,west_kz,,,,613.0,1,2,0,0,0,5,1,5.0,320362.4,586950.13,0.4879,27.0,0,0,micro_business_owner,construction,55,61,100140.6,89210.63,0.0,52,1,10.0,0.3486,0.3599,27.79,0,0,0,passed,0,0,244347.39,18,0.3069,17108.21,4418.87,2534.39,14.25,100.5,4.73,41.61,103.76,0,750,0.01922,A,policy_v1_growth,251380.27,18,0.3069,1,10929.97,0.8908537596139827,2.683646332281254,2.738994108661714,3.591078776150331,0.5458085510603772,233181.92,0,0.0,0,1.0
45185,31563,40826,2022-01-01,2022-01-05,0,0,11,0,,47,-183,female,married,master,almaty,metro,family_owned,1,0,salaried,1,1,1,construction,credit_line,mobile_app,,android_app,264330.98,12,consumer_purchase,0,0,0,almaty,android,cpa_network,CMP_87435,698.0,3,5,0,0,0,7,0,1.0,419013.84,1441270.48,0.1598,84.0,0,0,formal_salaried,logistics,18,51,187224.03,196570.44,0.0,64,1,11.0,0.2305,0.3756,38.98,0,0,0,passed,0,0,266947.97,12,0.3168,26245.08,2287.63,4690.62,14.25,100.5,4.73,41.61,103.76,0,753,0.01621,A,policy_v1_growth,277547.53,12,0.3168,0,-9346.41,1.0499209957183382,1.3447137830082692,1.3580270258335891,2.1316218247260372,0.29072533283273794,248821.82,0,0.0,0,1.0
62807,56444,56984,2022-01-01,2022-01-04,0,0,14,0,,33,279,female,married,bachelor,pavlodar,urban,owned,0,1,salaried,0,1,1,manufacturing,cash_loan,branch,BR_030,,1182064.9,36,medical,0,0,0,pavlodar,,,,653.0,3,3,0,1,0,75,0,2.0,419514.75,1017801.06,0.3762,52.0,0,0,formal_salaried,healthcare,15,46,309243.68,298330.75,0.0,77,1,11.0,0.1882,0.2842,37.71,0,0,0,not_required,0,0,1202045.43,36,0.2741,49338.55,34815.04,0.0,14.25,100.5,4.73,41.61,103.76,0,762,0.01415,A,policy_v1_growth,1241168.14,36,0.2741,0,10912.93,0.9647109037119207,3.96226302518262,4.029237448704165,1.4062068693890926,0.4121775526545433,1178174.24,0,0.0,0,1.0
77337,26426,70267,2022-01-01,2022-01-02,1,1,13,176,6.0,43,-699,male,married,bachelor,shymkent,urban,family_owned,2,1,self_employed,0,1,1,finance,installment_loan,mobile_app,,android_app,318414.24,9,debt_consolidation,0,0,0,shymkent,desktop,,CMP_22197,639.0,0,1,1,0,0,43,0,1.0,239734.3,676538.5,0.3544,9.0,1,0,self_employed,it_services,11,23,170770.91,156659.51,0.0,34,1,8.0,0.3109,0.4103,42.07,0,0,0,not_required,0,0,318345.34,9,0.22,38692.62,7453.57,0.0,14.25,100.5,4.73,41.61,103.76,0,730,0.02373,B,policy_v1_growth,334334.95,9,0.22,2,14111.4,0.9173664882385413,2.0325241665826734,2.032084359257858,1.5302888410668463,0.3543542606961762,284278.13,18,24997.56,1,0.9120665384987583
31574,102912,28716,2022-01-01,2022-01-06,0,0,12,17,,33,-400,female,single,other,west_kz,urban,rented,1,1,thin_file,0,1,1,oil_and_gas,cash_loan,mobile_app,,ios_app,493492.93,24,debt_consolidation,0,1,0,west_kz,tablet,affiliate,CMP_16084,651.0,0,1,1,0,0,20,1,2.0,,,,,1,0,informal_salaried,oil_and_gas,23,94,150473.31,147502.1,0.0,57,1,9.0,0.1394,0.4404,63.55,1,0,0,passed,0,0,496612.5,24,0.2867,27428.15,16069.81,0.0,14.25,100.5,4.73,41.61,103.76,0,773,0.01314,A,policy_v1_growth,518167.58,24,0.2867,2,2971.21,0.9802542391072543,3.3456671464338474,3.366816472443443,,,479844.52,1,0.0,0,1.0
