feature,importance
cat__application_region_karaganda,0.14506889886538166
cat__income_employer_industry_telecom,0.1429174424649475
cat__branch_code_BR_030,0.14077162600302165
cat__employment_type_self_employed,0.13741527639177592
cat__branch_code_BR_035,0.1370946321795329
cat__contact_employer_industry_healthcare,0.13598886694246876
cat__income_employer_industry_public_sector,0.1352089342585021
cat__application_region_kostanay,0.1324860098921883
cat__income_employer_industry_construction,0.13119190727927407
cat__branch_code_BR_060,0.12959963822023815
cat__branch_code_BR_001,0.12780244444092348
cat__branch_code_BR_043,0.1266137547945846
cat__segment_self_employed,0.12619232129442925
cat__branch_code_BR_024,0.1260712549820188
cat__branch_code_BR_036,0.12543400457689524
cat__branch_code_BR_049,0.12497859994313817
cat__segment_new_to_credit,0.12407115297938397
cat__education_level_other,0.11886198616553659
cat__purpose_code_travel,0.11872650111687334
cat__purpose_code_consumer_purchase,0.11841390345448222
cat__residence_type_dormitory,0.11700751889895168
cat__income_employer_industry_healthcare,0.11665903915049515
cat__branch_code_BR_007,0.11550137882413691
num__requested_amount_to_income,0.1129054815295044
cat__employment_type_pensioner,0.11238252564363815
num__salary_project_flag,0.11130188448722594
cat__application_region_zhambyl,0.11072439010214391
cat__education_level_bachelor,0.10887292254136073
num__outstanding_debt,0.10379370813652108
cat__contact_employer_industry_public_sector,0.09916581007038623
num__verified_income,0.09882731968829343
cat__branch_code_BR_057,0.09814610314470057
num__bureau_debt_to_income,0.09762593306092929
cat__utm_source_crm_push,0.09737512580164456
cat__branch_code_BR_034,0.09660016974000708
cat__region_code_astana,0.09321785330361541
num__total_limit,0.09190365377431259
cat__branch_code_BR_041,0.09174449771411877
cat__verification_status_infrequent_sklearn,0.09169157921419764
num__origination_fee,0.0911880555566894
cat__device_type_ios,0.08851834864395952
num__interest_rate,0.08835781860005898
num__fx_stress_index,0.08502737596267605
num__declared_income,0.08288566170575933
cat__residence_type_rented,0.0818827619893101
cat__education_level_master,0.08180339946547352
cat__channel_branch,0.08174954346641705
cat__utm_source_affiliate,0.08045971334283769
num__principal_amount,0.0798961591124252
num__unemployment_proxy,0.0796631730218499
cat__branch_code_BR_020,0.07841673275046634
cat__utm_source_seo,0.07826797756614226
cat__branch_code_BR_054,0.07671675029403836
cat__income_employer_industry_finance,0.07660247467954057
cat__income_employer_industry_education,0.07574729864375142
cat__branch_code_BR_018,0.07560978192422899
num__income_stability_score,0.07354885858584714
num__dependents_count,0.0717533151388195
cat__purpose_code_home_repair,0.0705784356452067
cat__branch_code_BR_027,0.06732003201488598
cat__purpose_code_debt_consolidation,0.06515571764575145
cat__income_employer_industry_logistics,0.06458847286934075
cat__product_type_installment_loan,0.0624392139373911
cat__application_region_almaty,0.059114395596680976
num__closed_loans_count,0.05873988406503967
cat__branch_code_BR_064,0.058404197176259026
cat__contact_employer_industry_finance,0.05831507276263778
cat__branch_code_BR_017,0.05773865075686985
cat__employment_type_micro_business_owner,0.055694788808902954
cat__marital_status_widowed,0.055494246479729205
cat__contact_employer_industry_agriculture,0.05415719959305586
num__income_verification_ratio,0.05271270388355365
cat__region_code_atyrau,0.05094072844563179
num__other_income,0.04935670988835578
cat__branch_code_BR_061,0.04616477737186
num__oldest_trade_months,0.04538271432553239
cat__contact_employer_industry_logistics,0.04489705778001288
num__income_verification_gap,0.044334861813401995
cat__region_code_east_kz,0.04156839607554077
num__aml_pep_flag,0.04094276203516089
num__device_risk_score,0.040569029717493404
num__doc_mismatch_flag,0.039914590958306455
cat__income_employer_industry_hospitality,0.03890000754137403
cat__purpose_code_electronics,0.03772396915536403
cat__employment_type_contractor,0.03720459237633209
num__delinquency_90_24m,0.036675308566893106
cat__contact_employer_industry_education,0.03660326714285029
num__job_tenure_months,0.03591791318930411
cat__region_code_karaganda,0.03432144060205186
cat__branch_code_BR_052,0.03422987008222168
cat__purpose_code_medical,0.032821550535455914
num__principal_amount_to_income,0.0326231072033749
cat__branch_code_BR_006,0.03148204493035282
num__fraud_suspect_flag,0.030644993400166874
num__inquiries_90d,0.030477822481884118
num__pension_contrib_months_12m,0.02758205473888395
cat__purpose_code_other,0.027144866682445774
num__inquiries_30d,0.026540780466243332
num__active_loans_count,0.02517867825063271
cat__region_code_zhambyl,0.022670648348234904
cat__application_region_atyrau,0.02003580671488777
num__refinance_flag,0.019806080909624723
cat__channel_partner_pos,0.01930261133569757
num__insurance_fee,0.01907462191791893
cat__branch_code_BR_023,0.01898877210139404
cat__purpose_code_working_capital,0.018557471708897284
cat__residence_type_family_owned,0.017939257952992654
num__citizenship_flag,0.0179101644661471
cat__contact_employer_industry_retail,0.01746711374165292
num__age_at_application,0.017331082893757736
num__email_valid_flag,0.015972531321864842
cat__contact_employer_industry_oil_and_gas,0.01462212861750226
num__total_work_experience_months,0.01445754637658337
cat__contact_employer_industry_it_services,0.01430484478328972
num__monthly_payment_amount,0.014015621883589319
num__utilization_rate,0.01387911430321498
cat__employment_type_formal_salaried,0.013510833292951477
cat__branch_code_BR_029,0.013454097683792845
num__phone_normalized_flag,0.013101995093950512
cat__income_employer_industry_retail,0.01301032350375707
cat__income_employer_industry_it_services,0.0126958648577377
num__blacklist_hit_flag,0.011893351100202773
num__promo_flag,0.011400495454723126
num__repeat_application_flag,0.011157231644938863
cat__application_region_turkistan,0.010222165639481074
cat__segment_near_prime,0.009890797967717843
num__client_tenure_days,0.009502033156262135
cat__region_code_kostanay,0.006791137689758392
cat__branch_code_BR_025,0.006391865175508108
num__expense_to_income_est,0.004399246276999049
num__bureau_score,0.003944892966392375
num__synthetic_identity_flag,0.0025842490431050675
num__is_existing_customer,0.002414321927564274
cat__income_employer_industry_manufacturing,0.0021272151698617466
